from_id,to_id,y_0,y_1,x_0,x_1,z_0,z_1
878,879,4869060.501983405,4869063.098094373,558463.3647742607,558458.3607858492,389.7840291306173,389.6907177558955
879,880,4869063.098094373,4869063.598331437,558458.3607858492,558457.4570842773,389.6907177558955,389.67518784830395
880,881,4869063.598331437,4869066.213043676,558457.4570842773,558452.5237689727,389.67518784830395,389.5784789867007
881,882,4869066.213043676,4869068.524014599,558452.5237689727,558448.1242163446,389.5784789867007,389.49264693807754
882,883,4869068.524014599,4869071.717686595,558448.1242163446,558442.1815665364,389.49264693807754,389.36631806596733
883,884,4869071.717686595,4869074.051051326,558442.1815665364,558437.7666604604,389.36631806596733,389.2829289458216
884,885,4869074.051051326,4869076.43566583,558437.7666604604,558433.1753440171,389.2829289458216,389.18896503334616
885,886,4869076.43566583,4869079.0172456335,558433.1753440171,558428.4036028556,389.18896503334616,389.0922380428065
886,887,4869079.0172456335,4869082.169880721,558428.4036028556,558422.423658166,389.0922380428065,388.9764721737604
887,888,4869082.169880721,4869083.911658897,558422.423658166,558419.1077731953,388.9764721737604,388.91187487938885
888,889,4869083.911658897,4869084.411913438,558419.1077731953,558418.2286231953,388.91187487938885,388.8925853556266
889,890,4869084.411913438,4869086.934483556,558418.2286231953,558413.404681961,388.8925853556266,388.80405157061927
890,891,4869086.934483556,4869088.686069639,558413.404681961,558410.1386208647,388.80405157061927,388.7403086654354
891,892,4869088.686069639,4869089.9416227415,558410.1386208647,558407.7371638701,388.7403086654354,388.69705248005636
892,893,4869089.9416227415,4869092.512576887,558407.7371638701,558402.9903211705,388.69705248005636,388.6014688839704
893,894,4869092.512576887,4869093.644282097,558402.9903211705,558400.7906977892,388.6014688839704,388.5657567908226
894,895,4869093.644282097,4869095.654837429,558400.7906977892,558397.0608715793,388.5657567908226,388.49495403734437
895,896,4869095.654837429,4869097.9441638915,558397.0608715793,558392.7844193204,388.49495403734437,388.4163527104532
896,897,4869097.9441638915,4869099.013414201,558392.7844193204,558390.6931198812,388.4163527104532,388.37429710124866
897,898,4869099.013414201,4869100.200722323,558390.6931198812,558388.4636153453,388.37429710124866,388.33268559619427
898,899,4869100.200722323,4869103.300971365,558388.4636153453,558382.7659765735,388.33268559619427,388.2257591381748
899,900,4869103.300971365,4869104.050008908,558382.7659765735,558381.2956434652,388.2257591381748,388.20209864356525
900,901,4869104.050008908,4869105.672319719,558381.2956434652,558378.3417995431,388.20209864356525,388.15607680700066
901,902,4869105.672319719,4869108.264292442,558378.3417995431,558373.3801169336,388.15607680700066,388.0808822807016
902,903,4869108.264292442,4869108.688026704,558373.3801169336,558372.5149994006,388.0808822807016,388.0677644485246
903,904,4869108.688026704,4869111.335257421,558372.5149994006,558367.6517225544,388.0677644485246,388.0020934459282
904,905,4869111.335257421,4869113.633998029,558367.6517225544,558363.147527951,388.0020934459282,387.9446357201612
905,906,4869113.633998029,4869116.684235144,558363.147527951,558357.4446104631,387.9446357201612,387.87026821902987
906,907,4869116.684235144,4869118.886640536,558357.4446104631,558353.1271194379,387.87026821902987,387.8159814775819
907,908,4869118.886640536,4869121.36018794,558353.1271194379,558348.4951154363,387.8159814775819,387.75937923823625
908,909,4869121.36018794,4869123.899858938,558348.4951154363,558343.5829929251,387.75937923823625,387.69905927772663
909,910,4869123.899858938,4869124.322910059,558343.5829929251,558342.8661127277,387.69905927772663,387.6885184275451
910,911,4869124.322910059,4869126.698838035,558342.8661127277,558338.3317567307,387.6885184275451,387.63885281048397
911,912,4869126.698838035,4869128.556500236,558338.3317567307,558334.7357234327,387.63885281048397,387.5969649586761
912,913,4869128.556500236,4869129.23139624,558334.7357234327,558333.4627093564,387.5969649586761,387.58216171928655
913,914,4869129.23139624,4869132.261696496,558333.4627093564,558327.737172186,387.58216171928655,387.51992687877896
914,915,4869132.261696496,4869133.405632764,558327.737172186,558325.6307526688,387.51992687877896,387.493767409442
915,916,4869133.405632764,4869133.854122587,558325.6307526688,558324.7561832396,387.493767409442,387.4850354447042
916,917,4869133.854122587,4869134.523100757,558324.7561832396,558323.4600746817,387.4850354447042,387.47164565882423
917,918,4869134.523100757,4869137.458381725,558323.4600746817,558317.7907849563,387.47164565882423,387.4135557490837
918,919,4869137.458381725,4869138.680886247,558317.7907849563,558315.5762430858,387.4135557490837,387.3887578038375
919,920,4869138.680886247,4869139.799917237,558315.5762430858,558313.4148497508,387.3887578038375,387.36597404301637
920,921,4869139.799917237,4869142.840271793,558313.4148497508,558307.6978919377,387.36597404301637,387.3074848329903
921,922,4869142.840271793,4869143.983984771,558307.6978919377,558305.6106454843,387.3074848329903,387.2877407203012
922,923,4869143.983984771,4869145.069221397,558305.6106454843,558303.3639745472,387.2877407203012,387.26272515927735
923,924,4869145.069221397,4869148.05832365,558303.3639745472,558297.8135748523,387.26272515927735,387.2084522608158
924,925,4869148.05832365,4869148.584645115,558297.8135748523,558296.8600680947,387.2084522608158,387.1986010971885
925,926,4869148.584645115,4869150.315775667,558296.8600680947,558293.3714966633,387.1986010971885,387.16781856628575
926,927,4869150.315775667,4869153.366462974,558293.3714966633,558287.7346550592,387.16781856628575,387.1162243084284
927,928,4869153.366462974,4869154.080400564,558287.7346550592,558286.3522177169,387.1162243084284,387.10344197888605
928,929,4869154.080400564,4869155.697012544,558286.3522177169,558283.14380055,387.10344197888605,387.0728275517733
929,930,4869155.697012544,4869158.622568013,558283.14380055,558277.7380163141,387.0728275517733,387.02687931180463
930,931,4869158.622568013,4869160.975062553,558277.7380163141,558273.2182923434,387.02687931180463,386.98309824362696
931,932,4869160.975062553,4869163.458495689,558273.2182923434,558268.4959207543,386.98309824362696,386.9482788979589
932,933,4869163.458495689,4869163.9335994255,558268.4959207543,558267.68456295,386.9482788979589,386.9399085445119
933,934,4869163.9335994255,4869166.209845185,558267.68456295,558263.2401321055,386.9399085445119,386.90126635338703
934,935,4869166.209845185,4869168.740809984,558263.2401321055,558258.4766256938,386.90126635338703,386.8616340623214
935,936,4869168.740809984,4869171.388601308,558258.4766256938,558253.3656942787,386.8616340623214,386.8184902572198
936,937,4869171.388601308,4869173.931319911,558253.3656942787,558248.5493036179,386.8184902572198,386.78157607053134
937,938,4869173.931319911,4869174.37482031,558248.5493036179,558247.8033749701,386.78157607053134,386.7768250592188
938,939,4869174.37482031,4869176.721447651,558247.8033749701,558243.2807759045,386.7768250592188,386.7376262039645
939,940,4869176.721447651,4869179.058615988,558243.2807759045,558238.8377062896,386.7376262039645,386.7085903102612
940,941,4869179.058615988,4869179.540410111,558238.8377062896,558238.0196988384,386.7085903102612,386.7007161425281
941,942,4869179.540410111,4869182.496018244,558238.0196988384,558232.4333397591,386.7007161425281,386.65892926128697
942,943,4869182.496018244,4869183.6839258885,558232.4333397591,558230.258629328,386.65892926128697,386.6427141654318
943,944,4869183.6839258885,4869184.76656761,558230.258629328,558228.1435774233,386.6427141654318,386.6281220048909
944,945,4869184.76656761,4869187.681145287,558228.1435774233,558222.5301190896,386.6281220048909,386.56811808560633
945,946,4869187.681145287,4869188.878559944,558222.5301190896,558220.3707370465,386.56811808560633,386.537313270974
946,947,4869188.878559944,4869189.986131609,558220.3707370465,558218.2746614475,386.537313270974,386.50802467417316
947,948,4869189.986131609,4869192.935706588,558218.2746614475,558212.6211329317,386.50802467417316,386.4105588087148
948,949,4869192.935706588,4869193.575271295,558212.6211329317,558211.3285011954,386.4105588087148,386.38386724012173
949,950,4869193.575271295,4869195.189290468,558211.3285011954,558208.3672751471,386.38386724012173,386.3296229105057
950,951,4869195.189290468,4869198.18044139,558208.3672751471,558202.7541274976,386.3296229105057,386.2033017304488
951,952,4869198.18044139,4869198.811374114,558202.7541274976,558201.4931532886,386.2033017304488,386.17328922273487
952,953,4869198.811374114,4869201.167981014,558201.4931532886,558197.1145247173,386.17328922273487,386.0676748382478
953,954,4869201.167981014,4869203.438003778,558197.1145247173,558192.8568607065,386.0676748382478,385.95948479416563
954,955,4869203.438003778,4869204.136313119,558192.8568607065,558191.4861325657,385.95948479416563,385.9213154375052
955,956,4869204.136313119,4869205.738618706,558191.4861325657,558188.4821626907,385.9213154375052,385.84766442020657
956,957,4869205.738618706,4869208.69242217,558188.4821626907,558182.921852622,385.84766442020657,385.7049017284475
957,958,4869208.69242217,4869211.027200422,558182.921852622,558178.466573942,385.7049017284475,385.58492130726285
958,959,4869211.027200422,4869214.081791776,558178.466573942,558172.862107888,385.58492130726285,385.42809949947787
959,960,4869214.081791776,4869216.303597365,558172.862107888,558168.4586030341,385.42809949947787,385.30509488754876
960,961,4869216.303597365,4869218.88817109,558168.4586030341,558163.6893535587,385.30509488754876,385.17154944586423
961,962,4869218.88817109,4869219.319395485,558163.6893535587,558162.8964200072,385.17154944586423,385.1512057724651
962,963,4869219.319395485,4869222.260442407,558162.8964200072,558157.3623144104,385.1512057724651,384.9976475979339
963,964,4869222.260442407,4869224.085595658,558157.3623144104,558153.836089255,384.9976475979339,384.901328989221
964,965,4869224.085595658,4869224.568576503,558153.836089255,558152.9678048915,384.901328989221,384.87803250041486
965,966,4869224.568576503,4869226.933360115,558152.9678048915,558148.4527432293,384.87803250041486,384.7539984310226
966,967,4869226.933360115,4869228.673058561,558148.4527432293,558145.334264858,384.7539984310226,384.6753251537403
967,968,4869228.673058561,4869229.895179535,558145.334264858,558143.0733472058,384.6753251537403,384.6129380734019
968,969,4869229.895179535,4869232.870665564,558143.0733472058,558137.5283557213,384.6129380734019,384.470129368973
969,970,4869232.870665564,4869233.54514407,558137.5283557213,558136.1900510899,384.470129368973,384.4345544674139
970,971,4869233.54514407,4869235.213484055,558136.1900510899,558133.0497142174,384.4345544674139,384.35937084697696
971,972,4869235.213484055,4869238.118201576,558133.0497142174,558127.661835172,384.35937084697696,384.2240657803323
972,973,4869238.118201576,4869238.788572544,558127.661835172,558126.3502244971,384.2240657803323,384.19171412448594
973,974,4869238.788572544,4869240.349130893,558126.3502244971,558123.3200120989,384.19171412448594,384.12276585689347
974,975,4869240.349130893,4869243.3493540315,558123.3200120989,558117.7706025398,384.12276585689347,383.9895757638921
975,976,4869243.3493540315,4869244.017100841,558117.7706025398,558116.4260320369,383.9895757638921,383.95502031963827
976,977,4869244.017100841,4869245.6577457655,558116.4260320369,558113.4852381201,383.95502031963827,383.88605475147364
977,978,4869245.6577457655,4869248.321369905,558113.4852381201,558108.4744669872,383.88605475147364,383.7704004375104
978,979,4869248.321369905,4869248.734110761,558108.4744669872,558107.6512844012,383.7704004375104,383.75570438834217
979,980,4869248.734110761,4869251.070219872,558107.6512844012,558103.1963201901,383.75570438834217,383.6485880302924
980,981,4869251.070219872,4869253.688872341,558103.1963201901,558098.4532030806,383.6485880302924,383.5463556853088
981,982,4869253.688872341,4869256.7053347565,558098.4532030806,558092.5702631731,383.5463556853088,383.4255340462436
982,983,4869256.7053347565,4869259.040264492,558092.5702631731,558088.3214511547,383.4255340462436,383.3319489785401
983,984,4869259.040264492,4869262.053943385,558088.3214511547,558082.6145286637,383.3319489785401,383.2179758059518
984,985,4869262.053943385,4869263.78479233,558082.6145286637,558079.500325813,383.2179758059518,383.15333268794427
985,986,4869263.78479233,4869264.337221616,558079.500325813,558078.4508887996,383.15333268794427,383.13000921587997
986,987,4869264.337221616,4869267.422056664,558078.4508887996,558072.6375492573,383.13000921587997,383.0174615923604
987,988,4869267.422056664,4869268.5763367,558072.6375492573,558070.5278922265,383.0174615923604,382.97801534297315
988,989,4869268.5763367,4869269.6939221565,558070.5278922265,558068.4155167674,382.97801534297315,382.93646053636576
989,990,4869269.6939221565,4869272.750481866,558068.4155167674,558062.6117731354,382.93646053636576,382.8275519126914
990,991,4869272.750481866,4869273.863193073,558062.6117731354,558060.5426633504,382.8275519126914,382.7842644551726
991,992,4869273.863193073,4869274.998617347,558060.5426633504,558058.3809404016,382.7842644551726,382.7471968530453
992,993,4869274.998617347,4869277.988213224,558058.3809404016,558052.740825327,382.7471968530453,382.6405795542893
993,994,4869277.988213224,4869279.165285471,558052.740825327,558050.6213682954,382.6405795542893,382.608834777791
994,995,4869279.165285471,4869280.31503319,558050.6213682954,558048.4310250245,382.608834777791,382.5717803282476
995,996,4869280.31503319,4869282.236526836,558048.4310250245,558044.8675859357,382.5717803282476,382.48686543264046
996,997,4869282.236526836,4869283.315116005,558044.8675859357,558042.712193536,382.48686543264046,382.43305713420017
997,998,4869283.315116005,4869284.074810918,558042.712193536,558041.3472793628,382.43305713420017,382.3983316844504
998,999,4869284.074810918,4869286.4549820395,558041.3472793628,558037.0710769083,382.3983316844504,382.2748379395613
999,1000,4869286.4549820395,4869288.764975042,558037.0710769083,558032.7230870529,382.2748379395613,382.13562943061225
1000,1001,4869288.764975042,4869291.152992738,558032.7230870529,558028.3221600471,382.13562943061225,381.97475136030255
1001,1002,4869291.152992738,4869293.694366171,558028.3221600471,558023.6570867074,381.97475136030255,381.8071938350025
1002,1003,4869293.694366171,4869294.147925516,558023.6570867074,558022.8847944278,381.8071938350025,381.7818862951272
1003,1004,4869294.147925516,4869296.534534251,558022.8847944278,558018.4274517923,381.7818862951272,381.6084328223195
1004,1005,4869296.534534251,4869299.176445662,558018.4274517923,558013.5876743682,381.6084328223195,381.41486644630487
1005,1006,4869299.176445662,4869299.682479383,558013.5876743682,558012.7537247529,381.41486644630487,381.3787716199597
1006,1007,4869299.682479383,4869302.251736166,558012.7537247529,558007.9693062847,381.3787716199597,381.16731722973356
1007,1008,4869302.251736166,4869303.899625654,558007.9693062847,558004.9165724851,381.16731722973356,381.0312361597085
1008,1009,4869303.899625654,4869305.161457224,558004.9165724851,558002.61237396,381.0312361597085,380.93111758227536
1009,1010,4869305.161457224,4869307.660525815,558002.61237396,557997.9579291382,380.93111758227536,380.72311391494685
1010,1011,4869307.660525815,4869308.860200717,557997.9579291382,557995.8201335411,380.72311391494685,380.6208684692464
1011,1012,4869308.860200717,4869310.80051043,557995.8201335411,557992.3182615968,380.6208684692464,380.45603729030944
1012,1013,4869310.80051043,4869313.176942867,557992.3182615968,557987.9671872462,380.45603729030944,380.2665398815547
1013,1014,4869313.176942867,4869313.758534662,557987.9671872462,557986.964449438,380.2665398815547,380.2226028770708
1014,1015,4869313.758534662,4869315.701574034,557986.964449438,557983.4777027068,380.2226028770708,380.0701950613376
1015,1016,4869315.701574034,4869318.700229486,557983.4777027068,557977.9126911642,380.0701950613376,379.82878584457836
1016,1017,4869318.700229486,4869321.216051558,557977.9126911642,557973.3162286615,379.82878584457836,379.6327819732698
1017,1018,4869321.216051558,4869323.887410765,557973.3162286615,557968.4696606869,379.6327819732698,379.44088014979525
1018,1019,4869323.887410765,4869326.82417078,557968.4696606869,557962.87761023,379.44088014979525,379.2355671323513
1019,1020,4869326.82417078,4869329.206963368,557962.87761023,557958.561696454,379.2355671323513,379.06710776397597
1020,1021,4869329.206963368,4869329.780241332,557958.561696454,557957.5440645,379.06710776397597,379.02883512378094
1021,1022,4869329.780241332,4869332.430801627,557957.5440645,557952.6896896582,379.02883512378094,378.84753602461444
1022,1023,4869332.430801627,4869333.610264338,557952.6896896582,557950.5146505997,378.84753602461444,378.76579700188705
1023,1024,4869333.610264338,4869334.747403737,557950.5146505997,557948.4846197644,378.76579700188705,378.6901781706755
1024,1025,4869334.747403737,4869337.950100214,557948.4846197644,557942.6779022778,378.6901781706755,378.4757648410108
1025,1026,4869337.950100214,4869339.050620671,557942.6779022778,557940.5507460157,378.4757648410108,378.39765019792503
1026,1027,4869339.050620671,4869340.240783984,557940.5507460157,557938.4260533736,378.39765019792503,378.3220202221799
1027,1028,4869340.240783984,4869343.31184479,557938.4260533736,557932.7988861275,378.3220202221799,378.12942018830114
1028,1029,4869343.31184479,4869343.923978266,557932.7988861275,557931.4365747783,378.12942018830114,378.08350287754394
1029,1030,4869343.923978266,4869345.74494833,557931.4365747783,557928.2325870087,378.08350287754394,377.9730328563472
1030,1031,4869345.74494833,4869348.4487209115,557928.2325870087,557923.271946984,377.9730328563472,377.80298675826594
1031,1032,4869348.4487209115,4869348.9497877015,557923.271946984,557922.3586671597,377.80298675826594,377.7663382782231
1032,1033,4869348.9497877015,4869351.42094288,557922.3586671597,557917.7421032863,377.7663382782231,377.61859804309694
1033,1034,4869351.42094288,4869353.904916717,557917.7421032863,557913.3343314184,377.61859804309694,377.47480512791435
1034,1035,4869353.904916717,4869357.034283924,557913.3343314184,557907.5071401093,377.47480512791435,377.2791791293724
1035,1036,4869357.034283924,4869358.83186503,557907.5071401093,557904.2549664527,377.2791791293724,377.1803667601558
1036,1037,4869358.83186503,4869359.572270725,557904.2549664527,557903.033956084,377.1803667601558,377.1372240210254
1037,1038,4869359.572270725,4869362.64580071,557903.033956084,557897.4426607653,377.1372240210254,376.9750416466684
1038,1039,4869362.64580071,4869363.870896906,557897.4426607653,557895.2076864145,376.9750416466684,376.9065350976837
1039,1040,4869363.870896906,4869365.203251976,557895.2076864145,557892.8031933839,376.9065350976837,376.83710497238985
1040,1041,4869365.203251976,4869367.953409113,557892.8031933839,557887.7684946668,376.83710497238985,376.6891495455094
1041,1042,4869367.953409113,4869368.560288602,557887.7684946668,557886.7641243298,376.6891495455094,376.6595534583684
1042,1043,4869368.560288602,4869370.4811026985,557886.7641243298,557883.1957586309,376.6595534583684,376.5564535485656
1043,1044,4869370.4811026985,4869373.678258593,557883.1957586309,557877.549874508,376.5564535485656,376.41003465236275
1044,1045,4869373.678258593,4869376.228194585,557877.549874508,557872.9147498241,376.41003465236275,376.28443978446285
1045,1046,4869376.228194585,4869378.890433974,557872.9147498241,557868.0848684267,376.28443978446285,376.1653379098844
1046,1047,4869378.890433974,4869382.241488401,557868.0848684267,557862.121656905,376.1653379098844,376.0205590894785
1047,1048,4869382.241488401,4869383.537518542,557862.121656905,557859.7862249115,376.0205590894785,375.95964859585445
1048,1049,4869383.537518542,4869384.371971826,557859.7862249115,557858.4265464996,375.95964859585445,375.9317801717908
1049,1050,4869384.371971826,4869387.753981858,557858.4265464996,557852.2858872842,375.9317801717908,375.7871028450075
1050,1051,4869387.753981858,4869388.60375999,557852.2858872842,557850.7140252694,375.7871028450075,375.75674642993255
1051,1052,4869388.60375999,4869389.929529012,557850.7140252694,557848.3374969496,375.75674642993255,375.71000750133794
1052,1053,4869389.929529012,4869392.736875373,557848.3374969496,557843.4424375073,375.71000750133794,375.61702700194377
1053,1054,4869392.736875373,4869394.437016055,557843.4424375073,557840.4174926789,375.61702700194377,375.5772437153983
1054,1055,4869394.437016055,4869395.78157802,557840.4174926789,557837.9961387456,375.5772437153983,375.54144863965314
1055,1056,4869395.78157802,4869398.742689546,557837.9961387456,557832.5469210845,375.54144863965314,375.4667233270213
1056,1057,4869398.742689546,4869401.39518607,557832.5469210845,557827.9933107065,375.4667233270213,375.4044207975896
1057,1058,4869401.39518607,4869403.95395575,557827.9933107065,557823.3295111973,375.4044207975896,375.3496751331862
1058,1059,4869403.95395575,4869406.747276341,557823.3295111973,557818.4667474958,375.3496751331862,375.2924458699294
1059,1060,4869406.747276341,4869408.7838718165,557818.4667474958,557814.8190425033,375.2924458699294,375.25110233474135
1060,1061,4869408.7838718165,4869409.537458915,557814.8190425033,557813.4299307812,375.25110233474135,375.23809461641036
1061,1062,4869409.537458915,4869412.621696997,557813.4299307812,557807.9613184334,375.23809461641036,375.18453534784004
1062,1063,4869412.621696997,4869414.036698531,557807.9613184334,557805.4471716337,375.18453534784004,375.164920292914
1063,1064,4869414.036698531,4869415.646738041,557805.4471716337,557802.8519595583,375.164920292914,375.14181355607565
1064,1065,4869415.646738041,4869418.403864119,557802.8519595583,557797.8612255636,375.14181355607565,375.1074244592427
1065,1066,4869418.403864119,4869419.330570978,557797.8612255636,557796.2209275776,375.1074244592427,375.0962153921584
1066,1067,4869419.330570978,4869421.066491085,557796.2209275776,557793.0681863951,375.0962153921584,375.07790405270265
1067,1068,4869421.066491085,4869424.317321741,557793.0681863951,557787.3963069834,375.07790405270265,375.0473891938498
1068,1069,4869424.317321741,4869426.426912435,557787.3963069834,557783.379895641,375.0473891938498,375.02915207150465
1069,1070,4869426.426912435,4869428.580525675,557783.379895641,557779.2463386725,375.02915207150465,375.00628904033334
1070,1071,4869428.580525675,4869430.381103741,557779.2463386725,557776.8446137006,375.00628904033334,375.00471678025184
1071,1072,4869430.381103741,4869432.780229968,557776.8446137006,557772.1741120975,375.00471678025184,375.0000000000072
1072,1073,4869432.780229968,4869433.665882358,557772.1741120975,557770.1143476116,375.0000000000072,375.0000000000072
1073,565,4869433.665882358,4869436.0,557770.1143476116,557766.245118,375.0000000000072,375.464
1074,1075,4868051.0,4868053.265490778,560322.0,560317.8150090962,393.7099914550781,393.684879099282
1075,1076,4868053.265490778,4868053.997003155,560317.8150090962,560316.4284545035,393.684879099282,393.67906278132494
1076,1077,4868053.997003155,4868056.119111061,560316.4284545035,560312.464846312,393.67906278132494,393.65642856546197
1077,1078,4868056.119111061,4868058.271796215,560312.464846312,560308.4564148783,393.65642856546197,393.6368803216682
1078,1079,4868058.271796215,4868059.179219323,560308.4564148783,560306.777723485,393.6368803216682,393.627596885597
1079,1080,4868059.179219323,4868061.198171207,560306.777723485,560303.0063186215,393.627596885597,393.6055834346005
1080,1081,4868061.198171207,4868063.512008334,560303.0063186215,560298.6109036986,393.6055834346005,393.58299847483187
1081,1082,4868063.512008334,4868063.982167054,560298.6109036986,560297.7511604275,393.58299847483187,393.5787984558028
1082,1083,4868063.982167054,4868066.72502801,560297.7511604275,560292.5516085367,393.5787984558028,393.55231084027696
1083,1084,4868066.72502801,4868068.9043491855,560292.5516085367,560288.4164400754,393.55231084027696,393.5311905811634
1084,1085,4868068.9043491855,4868071.884261653,560288.4164400754,560282.7980877568,393.5311905811634,393.502685378371
1085,1086,4868071.884261653,4868073.862202285,560282.7980877568,560279.0928901223,393.502685378371,393.48448001882036
1086,1087,4868073.862202285,4868074.401855678,560279.0928901223,560278.0854899357,393.48448001882036,393.47948377254676
1087,1088,4868074.401855678,4868077.054179076,560278.0854899357,560273.1160822463,393.47948377254676,393.455697480436
1088,1089,4868077.054179076,4868079.122750002,560273.1160822463,560269.2511079173,393.455697480436,393.43715623143476
1089,1090,4868079.122750002,4868079.587675855,560269.2511079173,560268.4003216067,393.43715623143476,393.43288134020844
1090,1091,4868079.587675855,4868082.293706276,560268.4003216067,560263.2688061765,393.43288134020844,393.4104211787061
1091,1092,4868082.293706276,4868083.571476702,560263.2688061765,560260.8800934493,393.4104211787061,393.39921163234817
1092,1093,4868083.571476702,4868085.597757111,560260.8800934493,560256.9721773248,393.39921163234817,393.37910210259076
1093,1094,4868085.597757111,4868087.519607059,560256.9721773248,560253.3876657237,393.37910210259076,393.36340549585873
1094,1095,4868087.519607059,4868088.798063457,560253.3876657237,560250.9929291897,393.36340549585873,393.35255424525815
1095,1096,4868088.798063457,4868090.885787457,560250.9929291897,560247.1196847536,393.35255424525815,393.3315140744266
1096,1097,4868090.885787457,4868093.24998611,560247.1196847536,560242.6052018502,393.3315140744266,393.31313456877285
1097,1098,4868093.24998611,4868093.953290164,560242.6052018502,560241.3090724691,393.31313456877285,393.31098605949404
1098,1099,4868093.953290164,4868095.956628367,560241.3090724691,560237.5403519671,393.31098605949404,393.2928422611448
1099,1100,4868095.956628367,4868098.3480867855,560237.5403519671,560233.0303992174,393.2928422611448,393.2691161983599
1100,1101,4868098.3480867855,4868099.136111596,560233.0303992174,560231.553845826,393.2691161983599,393.2618950465553
1101,1102,4868099.136111596,4868100.990775496,560231.553845826,560228.032182568,393.2618950465553,393.250542909641
1102,1103,4868100.990775496,4868103.41817158,560228.032182568,560223.4636523095,393.250542909641,393.2325010613231
1103,1104,4868103.41817158,4868104.077255429,560223.4636523095,560222.2511001737,393.2325010613231,393.2270760601613
1104,1105,4868104.077255429,4868106.578254937,560222.2511001737,560217.4648046802,393.2270760601613,393.2014991136356
1105,1106,4868106.578254937,4868108.553864247,560217.4648046802,560213.7809763369,393.2014991136356,393.1885288093898
1106,1107,4868108.553864247,4868109.0786818545,560213.7809763369,560212.7728847283,393.1885288093898,393.1864093156574
1107,1108,4868109.0786818545,4868111.714812144,560212.7728847283,560207.7516547715,393.1864093156574,393.1652789287658
1108,1109,4868111.714812144,4868113.617058501,560207.7516547715,560204.1847779708,393.1652789287658,393.1451412450228
1109,1110,4868113.617058501,4868114.109060734,560204.1847779708,560203.2212970331,393.1451412450228,393.1426052731662
1110,1111,4868114.109060734,4868116.818875863,560203.2212970331,560198.1972943486,393.1426052731662,393.12078272780707
1111,1112,4868116.818875863,4868118.5887469575,560198.1972943486,560194.7443701202,393.12078272780707,393.10847817099415
1112,1113,4868118.5887469575,4868119.836293048,560194.7443701202,560192.4262898342,393.10847817099415,393.0995780518351
1113,1114,4868119.836293048,4868122.317248993,560192.4262898342,560187.7646898293,393.0995780518351,393.08033210443296
1114,1115,4868122.317248993,4868124.231453175,560187.7646898293,560184.1271812997,393.08033210443296,393.0637307297705
1115,1116,4868124.231453175,4868124.783609101,560184.1271812997,560183.1647849557,393.0637307297705,393.05859117694706
1116,1117,4868124.783609101,4868127.402084222,560183.1647849557,560178.1437249334,393.05859117694706,393.0400373495711
1117,1118,4868127.402084222,4868128.660785839,560178.1437249334,560175.8658881631,393.0400373495711,393.03341153315387
1118,1119,4868128.660785839,4868130.526713091,560175.8658881631,560172.2561332047,393.03341153315387,393.0166508088761
1119,1120,4868130.526713091,4868132.973079004,560172.2561332047,560167.7178656976,393.0166508088761,392.995252222301
1120,1121,4868132.973079004,4868133.6553456485,560167.7178656976,560166.5055561719,392.995252222301,392.9941063236204
1121,1122,4868133.6553456485,4868135.41861127,560166.5055561719,560163.0211364435,392.9941063236204,392.9795765729691
1122,1123,4868135.41861127,4868137.884324461,560163.0211364435,560158.3943607754,392.9795765729691,392.95882694518434
1123,1124,4868137.884324461,4868139.022339515,560158.3943607754,560156.2633065192,392.95882694518434,392.9510854314615
1124,1125,4868139.022339515,4868140.92279717,560156.2633065192,560152.7380346854,392.9510854314615,392.9379241541384
1125,1126,4868140.92279717,4868143.2818969805,560152.7380346854,560148.1730654117,392.9379241541384,392.92143038010596
1126,1127,4868143.2818969805,4868143.972925198,560148.1730654117,560146.8473978961,392.92143038010596,392.9150711459011
1127,1128,4868143.972925198,4868145.796856241,560146.8473978961,560143.4674631972,392.9150711459011,392.90197782732355
1128,1129,4868145.796856241,4868148.809556847,560143.4674631972,560137.6352304615,392.90197782732355,392.8807083131183
1129,1130,4868148.809556847,4868151.299390818,560137.6352304615,560132.9483276602,392.8807083131183,392.8609961361045
1130,1131,4868151.299390818,4868153.744139014,560132.9483276602,560128.4085496056,392.8609961361045,392.8459392451499
1131,1132,4868153.744139014,4868156.876256995,560128.4085496056,560122.4869039989,392.8459392451499,392.8219229435907
1132,1133,4868156.876256995,4868158.752028609,560122.4869039989,560118.9655362997,392.8219229435907,392.81162867635857
1133,1134,4868158.752028609,4868159.301485141,560118.9655362997,560117.9035106192,392.81162867635857,392.8061684026164
1134,1135,4868159.301485141,4868161.8005304765,560117.9035106192,560113.2383462475,392.8061684026164,392.79032430448785
1135,1136,4868161.8005304765,4868163.591397792,560113.2383462475,560109.7716371232,392.79032430448785,392.77818770075487
1136,1137,4868163.591397792,4868164.871692638,560109.7716371232,560107.3401647356,392.77818770075487,392.76821331459877
1137,1138,4868164.871692638,4868167.257046909,560107.3401647356,560102.7849208663,392.76821331459877,392.75037925095114
1138,1139,4868167.257046909,4868169.043462576,560102.7849208663,560099.4809952097,392.75037925095114,392.7352943378979
1139,1140,4868169.043462576,4868169.516146322,560099.4809952097,560098.4063599606,392.7352943378979,392.73299719090056
1140,1141,4868169.516146322,4868172.679558471,560098.4063599606,560092.5251699473,392.73299719090056,392.712832053926
1141,1142,4868172.679558471,4868173.884535745,560092.5251699473,560090.340117082,392.712832053926,392.7039416110582
