from_id,to_id,y_0,y_1,x_0,x_1,z_0,z_1
269,270,4868274.252446315,4868278.171639919,558169.5163738097,558168.2155885261,390.7514348978853,390.74735443778474
270,271,4868278.171639919,4868279.095536768,558168.2155885261,558167.8986587953,390.74735443778474,390.74569006592316
271,272,4868279.095536768,4868284.525019113,558167.8986587953,558166.0977765287,390.74569006592316,390.7370693767019
272,273,4868284.525019113,4868289.256459414,558166.0977765287,558164.5253418077,390.7370693767019,390.72389226527486
273,274,4868289.256459414,4868293.163088238,558164.5253418077,558163.2007754568,390.72389226527486,390.7229884612373
274,275,4868293.163088238,4868294.083696261,558163.2007754568,558162.8994976601,390.7229884612373,390.7196489825185
275,276,4868294.083696261,4868299.331876663,558162.8994976601,558161.1759324779,390.7196489825185,390.71034218467037
276,277,4868299.331876663,4868304.005785388,558161.1759324779,558159.6066831555,390.71034218467037,390.7000384381843
277,278,4868304.005785388,4868307.459651705,558159.6066831555,558158.4288229289,390.7000384381843,390.6967873056659
278,279,4868307.459651705,4868308.725254285,558158.4288229289,558158.013016232,390.6967873056659,390.6943845814259
279,280,4868308.725254285,4868313.518005742,558158.013016232,558156.3768486044,390.6943845814259,390.68349857792157
280,281,4868313.518005742,4868318.801587014,558156.3768486044,558154.6576044026,390.68349857792157,390.675560571237
281,282,4868318.801587014,4868322.116912698,558154.6576044026,558153.4933875742,390.675560571237,390.6721911908
282,283,4868322.116912698,4868324.832238404,558153.4933875742,558152.6343071632,390.6721911908,390.66752432813973
283,284,4868324.832238404,4868329.5096111195,558152.6343071632,558151.0513380078,390.66752432813973,390.6530649258179
284,285,4868329.5096111195,4868334.240644388,558151.0513380078,558149.4970628009,390.6530649258179,390.6478044297775
285,286,4868334.240644388,4868338.265691791,558149.4970628009,558148.1580425202,390.6478044297775,390.64413038038896
286,287,4868338.265691791,4868339.048696491,558148.1580425202,558147.8824739436,390.64413038038896,390.6433253274594
287,288,4868339.048696491,4868344.305252093,558147.8824739436,558146.1111119338,390.6433253274594,390.6311607919491
288,289,4868344.305252093,4868348.992692272,558146.1111119338,558144.5626053328,390.6311607919491,390.62492794616765
289,290,4868348.992692272,4868352.3564903345,558144.5626053328,558143.3985457474,390.62492794616765,390.6224846222263
290,291,4868352.3564903345,4868353.70250578,558143.3985457474,558142.93289847,390.6224846222263,390.6150453062302
291,292,4868353.70250578,4868359.731921004,558142.93289847,558140.9215157614,390.6150453062302,390.6061663302428
292,293,4868359.731921004,4868363.8542628,558140.9215157614,558139.6015363339,390.6061663302428,390.59950770029286
293,294,4868363.8542628,4868367.115224563,558139.6015363339,558138.4624896842,390.59950770029286,390.59617515000105
294,295,4868367.115224563,4868369.678967721,558138.4624896842,558137.5859637178,390.59617515000105,390.5907389469385
295,296,4868369.678967721,4868374.566353161,558137.5859637178,558135.9589182496,390.5907389469385,390.58414104202365
296,297,4868374.566353161,4868379.229555065,558135.9589182496,558134.44413906,390.58414104202365,390.57478111726397
297,298,4868379.229555065,4868383.232813768,558134.44413906,558133.0911858116,390.57478111726397,390.56590141240645
298,299,4868383.232813768,4868383.9971319055,558133.0911858116,558132.816304107,390.56590141240645,390.56318847274406
299,300,4868383.9971319055,4868389.349503707,558132.816304107,558131.0310377941,390.56318847274406,390.55921384095575
300,301,4868389.349503707,4868393.967548109,558131.0310377941,558129.4719831409,390.55921384095575,390.54728328910966
301,302,4868393.967548109,4868397.408224473,558129.4719831409,558128.2944495131,390.54728328910966,390.5439455779359
302,303,4868397.408224473,4868398.733104404,558128.2944495131,558127.8808709743,390.5439455779359,390.541330550422
303,304,4868398.733104404,4868404.722975812,558127.8808709743,558125.8587248992,390.541330550422,390.534174180615
304,305,4868404.722975812,4868408.745640105,558125.8587248992,558124.5231459158,390.534174180615,390.5269896978249
305,306,4868408.745640105,4868412.09312564,558124.5231459158,558123.376068467,390.5269896978249,390.51925764863347
306,307,4868412.09312564,4868414.650453508,558123.376068467,558122.5275241937,390.51925764863347,390.5194440619165
307,308,4868414.650453508,4868419.479851595,558122.5275241937,558120.9288932608,390.5194440619165,390.50922226732035
308,309,4868419.479851595,4868424.226823585,558120.9288932608,558119.3309521707,390.50922226732035,390.50277968379106
309,310,4868424.226823585,4868426.864871226,558119.3309521707,558118.4180649903,390.50277968379106,390.4990854056631
310,311,4868426.864871226,4868428.950000411,558118.4180649903,558117.735204403,390.4990854056631,390.4960089721052
311,312,4868428.950000411,4868434.084956296,558117.735204403,558116.0005183263,390.4960089721052,390.4865535545578
312,313,4868434.084956296,4868438.951197913,558116.0005183263,558114.4034447467,390.4865535545578,390.4752943414837
313,314,4868438.951197913,4868442.25298046,558114.4034447467,558113.2742797106,390.4752943414837,390.4739439487976
314,315,4868442.25298046,4868443.579052608,558113.2742797106,558112.840486954,390.4739439487976,390.47292758110507
315,316,4868443.579052608,4868449.704727746,558112.840486954,558110.7427675241,390.47292758110507,390.4604158162296
316,317,4868449.704727746,4868453.71960656,558110.7427675241,558109.4519174228,390.4604158162296,390.45539187353165
317,318,4868453.71960656,4868457.09151858,558109.4519174228,558108.3020476107,390.45539187353165,390.44633189929635
318,319,4868457.09151858,4868458.520793632,558108.3020476107,558107.843779948,390.44633189929635,390.4475803495807
319,320,4868458.520793632,4868464.702411045,558107.843779948,558105.7258876618,390.4475803495807,390.4358965303187
320,321,4868464.702411045,4868468.706256861,558105.7258876618,558104.4193867974,390.4358965303187,390.42586921427966
321,322,4868468.706256861,4868472.081040505,558104.4193867974,558103.262242702,390.42586921427966,390.4142980500775
322,323,4868472.081040505,4868473.505322386,558103.262242702,558102.804468723,390.4142980500775,390.4136675946685
323,324,4868473.505322386,4868479.665296079,558102.804468723,558100.6728666378,390.4136675946685,390.38532118429356
324,325,4868479.665296079,4868483.71624325,558100.6728666378,558099.3565320686,390.38532118429356,390.37073142771635
325,326,4868483.71624325,4868487.05842812,558099.3565320686,558098.2035064438,390.37073142771635,390.350093031737
326,327,4868487.05842812,4868489.846639222,558098.2035064438,558097.2392996526,390.350093031737,390.33228166841116
327,328,4868489.846639222,4868494.647968044,558097.2392996526,558095.6318521317,390.33228166841116,390.29396186162467
328,329,4868494.647968044,4868498.754760049,558095.6318521317,558094.2631017495,390.29396186162467,390.25974223791417
329,330,4868498.754760049,4868502.016694914,558094.2631017495,558093.0911824995,390.25974223791417,390.22464387797754
330,331,4868502.016694914,4868504.888068788,558093.0911824995,558092.1283538786,390.22464387797754,390.1932964945955
331,332,4868504.888068788,4868508.523547586,558092.1283538786,558090.8889003535,390.1932964945955,390.15831330308094
332,333,4868508.523547586,4868513.704055981,558090.8889003535,558089.1493441837,390.15831330308094,390.0969112533794
333,334,4868513.704055981,4868515.573531707,558089.1493441837,558088.4024116108,390.0969112533794,390.06645442672
334,335,4868515.573531707,4868519.832474674,558088.4024116108,558086.9913243136,390.06645442672,390.0138197720695
335,336,4868519.832474674,4868524.582451055,558086.9913243136,558085.3596848671,390.0138197720695,389.95061316117886
336,337,4868524.582451055,4868529.323273681,558085.3596848671,558083.6486571544,389.95061316117886,389.88104101019724
337,338,4868529.323273681,4868530.578096144,558083.6486571544,558083.1923932411,389.88104101019724,389.8606286188257
338,339,4868530.578096144,4868534.8394747535,558083.1923932411,558081.7827355217,389.8606286188257,389.80701827197873
339,340,4868534.8394747535,4868539.510861064,558081.7827355217,558080.1670420095,389.80701827197873,389.74039686566323
340,341,4868539.510861064,4868543.556264536,558080.1670420095,558078.7545340111,389.74039686566323,389.67518185157184
341,342,4868543.556264536,4868544.354124011,558078.7545340111,558078.4305301335,389.67518185157184,389.6628417366123
342,343,4868544.354124011,4868549.771592589,558078.4305301335,558076.6164271678,389.6628417366123,389.5843830021459
343,344,4868549.771592589,4868554.442931097,558076.6164271678,558074.9758582587,389.5843830021459,389.5057253693328
344,345,4868554.442931097,4868559.318704719,558074.9758582587,558073.2781333536,389.5057253693328,389.4353323849563
345,346,4868559.318704719,4868564.651030445,558073.2781333536,558071.4887492731,389.4353323849563,389.35773421995816
346,347,4868564.651030445,4868569.273487561,558071.4887492731,558069.8724295794,389.35773421995816,389.28516715362747
347,348,4868569.273487561,4868573.865493911,558069.8724295794,558068.3066670356,389.28516715362747,389.2163145508548
348,349,4868573.865493911,4868578.746527142,558068.3066670356,558066.6486243447,389.2163145508548,389.13531510584096
349,350,4868578.746527142,4868584.065613442,558066.6486243447,558064.8556289373,389.13531510584096,389.0637489359722
350,351,4868584.065613442,4868588.77092678,558064.8556289373,558063.1833606139,389.0637489359722,388.9888501897499
351,352,4868588.77092678,4868593.511967846,558063.1833606139,558061.641098063,388.9888501897499,388.92214122380136
352,353,4868593.511967846,4868598.761473652,558061.641098063,558059.8761594158,388.92214122380136,388.8495030333223
353,354,4868598.761473652,4868603.51406061,558059.8761594158,558058.2049112017,388.8495030333223,388.7778347805179
354,355,4868603.51406061,4868609.600748896,558058.2049112017,558056.1282050838,388.7778347805179,388.6911330984883
355,356,4868609.600748896,4868614.285150833,558056.1282050838,558054.5256768815,388.6911330984883,388.6243331398098
356,357,4868614.285150833,4868618.199133759,558054.5256768815,558053.1948621784,388.6243331398098,388.57310542655705
357,358,4868618.199133759,4868619.15656974,558053.1948621784,558052.8608087384,388.57310542655705,388.55808423685517
358,359,4868619.15656974,4868624.262243611,558052.8608087384,558051.0945871626,388.55808423685517,388.48690913073125
359,360,4868624.262243611,4868629.021179782,558051.0945871626,558049.4393893133,388.48690913073125,388.4276998192029
360,361,4868629.021179782,4868632.537621731,558049.4393893133,558048.255523466,388.4276998192029,388.3799599312405
361,362,4868632.537621731,4868633.680395735,558048.255523466,558047.8439483783,388.3799599312405,388.3603172989612
362,363,4868633.680395735,4868638.535208629,558047.8439483783,558046.2374164279,388.3603172989612,388.29716539677213
363,364,4868638.535208629,4868644.379849506,558046.2374164279,558044.1920960475,388.29716539677213,388.21065406707146
364,365,4868644.379849506,4868647.053103599,558044.1920960475,558043.3096287079,388.21065406707146,388.1801055016876
365,366,4868647.053103599,4868649.700122365,558043.3096287079,558042.420947387,388.1801055016876,388.1477392440422
366,367,4868649.700122365,4868654.44675452,558042.420947387,558040.7200981692,388.1477392440422,388.0817301576715
367,368,4868654.44675452,4868659.120006043,558040.7200981692,558039.12627917,388.0817301576715,388.0231165785591
368,369,4868659.120006043,4868661.853470378,558039.12627917,558038.2302811609,388.0231165785591,387.9860319600173
369,370,4868661.853470378,4868663.92793264,558038.2302811609,558037.5605047405,387.9860319600173,387.9674325490552
370,371,4868663.92793264,4868668.893154785,558037.5605047405,558035.7244023021,387.9674325490552,387.89795701363323
371,372,4868668.893154785,4868673.8327258015,558035.7244023021,558034.0940021569,387.89795701363323,387.8443661272795
372,373,4868673.8327258015,4868676.181401609,558034.0940021569,558033.2851071989,387.8443661272795,387.8132459878621
373,374,4868676.181401609,4868678.549376743,558033.2851071989,558032.449933169,387.8132459878621,387.785450877475
374,375,4868678.549376743,4868684.536804445,558032.449933169,558030.3497325849,387.785450877475,387.72605429126537
375,376,4868684.536804445,4868689.279917642,558030.3497325849,558028.7735699579,387.72605429126537,387.6739175233247
376,377,4868689.279917642,4868690.541174149,558028.7735699579,558028.3166832498,387.6739175233247,387.66245711863894
377,378,4868690.541174149,4868694.487704039,558028.3166832498,558026.9403259807,387.66245711863894,387.6255060396978
378,379,4868694.487704039,4868699.271097617,558026.9403259807,558025.3254183958,387.6255060396978,387.5846773741491
379,380,4868699.271097617,4868703.987888685,558025.3254183958,558023.7394373406,387.5846773741491,387.5440068321999
380,381,4868703.987888685,4868705.358321485,558023.7394373406,558023.2813731938,387.5440068321999,387.53308892908433
381,382,4868705.358321485,4868708.740477928,558023.2813731938,558022.0816716057,387.53308892908433,387.50301346392746
382,383,4868708.740477928,4868710.000657392,558022.0816716057,558021.6915968069,387.50301346392746,387.49013389530785
383,384,4868710.000657392,4868713.833930833,558021.6915968069,558020.4116739362,387.49013389530785,387.4609883445437
384,385,4868713.833930833,4868718.813644171,558020.4116739362,558018.6168034221,387.4609883445437,387.41774161154734
385,386,4868718.813644171,4868720.166817625,558018.6168034221,558018.1616720228,387.41774161154734,387.40593653322463
386,387,4868720.166817625,4868723.540288715,558018.1616720228,558017.0401984242,387.40593653322463,387.37918550886917
387,388,4868723.540288715,4868728.736682909,558017.0401984242,558015.2540875068,387.37918550886917,387.33803974022777
388,389,4868728.736682909,4868733.647126887,558015.2540875068,558013.5856563443,387.33803974022777,387.2989345968759
389,390,4868733.647126887,4868734.902863349,558013.5856563443,558013.1620296672,387.2989345968759,387.28939357897394
390,391,4868734.902863349,4868739.744631603,558013.1620296672,558011.548141008,387.28939357897394,387.2528696921566
391,392,4868739.744631603,4868744.449028854,558011.548141008,558009.92251911,387.2528696921566,387.21323113712276
392,393,4868744.449028854,4868749.173489054,558009.92251911,558008.2878048911,387.21323113712276,387.18218894100454
393,394,4868749.173489054,4868754.561394919,558008.2878048911,558006.4817134195,387.18218894100454,387.14286031099806
394,395,4868754.561394919,4868759.221002976,558006.4817134195,558004.8958141627,387.14286031099806,387.10789775926594
395,396,4868759.221002976,4868763.967744551,558004.8958141627,558003.2645085865,387.10789775926594,387.0741356782734
396,397,4868763.967744551,4868768.835769488,558003.2645085865,558001.6423867424,387.0741356782734,387.0429363790077
397,398,4868768.835769488,4868774.083375229,558001.6423867424,557999.8452625433,387.0429363790077,387.00594713160285
398,399,4868774.083375229,4868778.702889134,557999.8452625433,557998.2473636585,387.00594713160285,386.9773252160201
399,400,4868778.702889134,4868784.7093596645,557998.2473636585,557996.176807292,386.9773252160201,386.93608058369813
400,401,4868784.7093596645,4868789.409808345,557996.176807292,557994.617936709,386.93608058369813,386.9041060246862
401,402,4868789.409808345,4868793.514446756,557994.617936709,557993.2045429734,386.9041060246862,386.88120113261436
402,403,4868793.514446756,4868799.598959592,557993.2045429734,557991.153363071,386.88120113261436,386.83859936421544
403,404,4868799.598959592,4868804.385254093,557991.153363071,557989.5430741427,386.83859936421544,386.81012297234366
404,405,4868804.385254093,4868808.419465242,557989.5430741427,557988.0861710797,386.81012297234366,386.78598805492226
405,406,4868808.419465242,4868809.339318331,557988.0861710797,557987.7671329288,386.78598805492226,386.7811093798467
406,407,4868809.339318331,4868814.483692793,557987.7671329288,557986.0761300325,386.7811093798467,386.7498670799974
407,408,4868814.483692793,4868819.085124839,557986.0761300325,557984.5213711403,386.7498670799974,386.7254411828072
408,409,4868819.085124839,4868822.606209964,557984.5213711403,557983.2669195704,386.7254411828072,386.7018686646756
409,410,4868822.606209964,4868823.773570222,557983.2669195704,557982.8468536701,386.7018686646756,386.69589832132965
410,411,4868823.773570222,4868828.66105614,557982.8468536701,557981.2261297472,386.69589832132965,386.6676232454975
411,412,4868828.66105614,4868833.88054228,557981.2261297472,557979.4201888364,386.6676232454975,386.62552130209116
412,413,4868833.88054228,4868837.183670953,557979.4201888364,557978.249947542,386.62552130209116,386.5960297364541
413,414,4868837.183670953,4868839.919166796,557978.249947542,557977.3003125153,386.5960297364541,386.57324031466493
414,415,4868839.919166796,4868844.512530562,557977.3003125153,557975.7737138445,386.57324031466493,386.534600599645
415,416,4868844.512530562,4868849.240772755,557975.7737138445,557974.1268217674,386.534600599645,386.477129327673
416,417,4868849.240772755,4868851.978317925,557974.1268217674,557973.1357351389,386.477129327673,386.44535424242264
417,418,4868851.978317925,4868854.088648392,557973.1357351389,557972.3954255548,386.44535424242264,386.41807458286115
418,419,4868854.088648392,4868858.94515343,557972.3954255548,557970.6824795317,386.41807458286115,386.3473502122158
419,420,4868858.94515343,4868863.899803296,557970.6824795317,557969.0017688463,386.3473502122158,386.272155622293
420,421,4868863.899803296,4868865.333494911,557969.0017688463,557968.49616637,386.272155622293,386.25009137427196
421,422,4868865.333494911,4868868.603958856,557968.49616637,557967.3534032563,386.25009137427196,386.1945290855418
422,423,4868868.603958856,4868874.582961124,557967.3534032563,557965.2382436888,386.1945290855418,386.0865315664503
423,424,4868874.582961124,4868878.556551423,557965.2382436888,557963.8541848982,386.0865315664503,386.0124774680528
424,425,4868878.556551423,4868880.57176436,557963.8541848982,557963.1515221148,386.0124774680528,385.9706760038219
425,426,4868880.57176436,4868884.570499871,557963.1515221148,557961.6642174261,385.9706760038219,385.8892340242013
426,427,4868884.570499871,4868889.254452623,557961.6642174261,557960.0951808416,385.8892340242013,385.7998214201009
427,428,4868889.254452623,4868893.971329092,557960.0951808416,557958.4010307833,385.7998214201009,385.70366419316707
428,429,4868893.971329092,4868898.769764067,557958.4010307833,557956.6438466128,385.70366419316707,385.6017221889321
429,430,4868898.769764067,4868903.625719334,557956.6438466128,557955.0149384455,385.6017221889321,385.5037990010909
430,431,4868903.625719334,4868908.619771161,557955.0149384455,557953.265286735,385.5037990010909,385.3979394512811
431,432,4868908.619771161,4868914.624921468,557953.265286735,557951.1305534284,385.3979394512811,385.27400909181426
432,433,4868914.624921468,4868919.426355805,557951.1305534284,557949.4835279596,385.27400909181426,385.1692069320662
433,434,4868919.426355805,4868922.088097952,557949.4835279596,557948.4916989729,385.1692069320662,385.11304096310954
434,435,4868922.088097952,4868924.519636242,557948.4916989729,557947.6961162079,385.11304096310954,385.06621510722596
435,436,4868924.519636242,4868929.566677099,557947.6961162079,557945.9757378378,385.06621510722596,384.9588998442604
436,437,4868929.566677099,4868934.247244951,557945.9757378378,557944.3424920547,384.9588998442604,384.85897233849624
437,438,4868934.247244951,4868936.962705762,557944.3424920547,557943.3840334096,384.85897233849624,384.80609132472637
438,439,4868936.962705762,4868939.146539391,557943.3840334096,557942.67012994,384.80609132472637,384.75844941288585
439,440,4868939.146539391,4868944.181418149,557942.67012994,557940.8857975056,384.75844941288585,384.652960923019
440,441,4868944.181418149,4868949.135559718,557940.8857975056,557939.2357679049,384.652960923019,384.55423115194174
441,442,4868949.135559718,4868951.691224651,557939.2357679049,557938.3174849242,384.55423115194174,384.50082757032885
442,443,4868951.691224651,4868953.837267518,557938.3174849242,557937.528435197,384.50082757032885,384.4586860815869
443,444,4868953.837267518,4868959.072456104,557937.528435197,557935.7628493857,384.4586860815869,384.35935075393877
444,445,4868959.072456104,4868963.834918704,557935.7628493857,557934.0718016643,384.35935075393877,384.26835520803456
445,446,4868963.834918704,4868965.92916883,557934.0718016643,557933.3692114386,384.26835520803456,384.2265611477415
446,447,4868965.92916883,4868968.582070264,557933.3692114386,557932.4619911079,384.2265611477415,384.1746727043712
447,448,4868968.582070264,4868974.627308132,557932.4619911079,557930.4205217508,384.1746727043712,384.07196349771124
448,449,4868974.627308132,4868978.581718502,557930.4205217508,557928.9965629965,384.07196349771124,383.9937983098845
449,450,4868978.581718502,4868980.672947179,557928.9965629965,557928.2761150298,383.9937983098845,383.95980617946003
450,451,4868980.672947179,4868984.464081151,557928.2761150298,557927.0218264109,383.95980617946003,383.89029121949613
451,452,4868984.464081151,4868989.423724418,557927.0218264109,557925.2695907471,383.89029121949613,383.7926746649831
452,453,4868989.423724418,4868994.052056567,557925.2695907471,557923.646417811,383.7926746649831,383.718050260222
453,454,4868994.052056567,4868995.40746099,557923.646417811,557923.1625946544,383.718050260222,383.6983220988832
454,455,4868995.40746099,4868998.627233301,557923.1625946544,557922.0874734055,383.6983220988832,383.6397557887327
455,456,4868998.627233301,4869003.871897954,557922.0874734055,557920.2823562266,383.6397557887327,383.5516008362793
456,457,4869003.871897954,4869008.669882278,557920.2823562266,557918.641201688,383.5516008362793,383.4678118497574
457,458,4869008.669882278,4869009.664225046,557918.641201688,557918.2758931878,383.4678118497574,383.4516202847849
458,459,4869009.664225046,4869014.765279821,557918.2758931878,557916.4926190446,383.4516202847849,383.3707623977682
459,460,4869014.765279821,4869019.434394682,557916.4926190446,557914.8862099746,383.3707623977682,383.29468312356437
460,461,4869019.434394682,4869023.508035643,557914.8862099746,557913.5486186604,383.29468312356437,383.23044927087466
461,462,4869023.508035643,4869024.301627344,557913.5486186604,557913.2670228477,383.23044927087466,383.2172101320053
462,463,4869024.301627344,4869029.4511411255,557913.2670228477,557911.3994288511,383.2172101320053,383.1399958461591
463,464,4869029.4511411255,4869034.102470148,557911.3994288511,557909.8163121522,383.1399958461591,383.0636434133492
464,465,4869034.102470148,4869038.784953796,557909.8163121522,557908.2431709996,383.0636434133492,382.9908268547074
465,466,4869038.784953796,4869044.822624148,557908.2431709996,557906.0845692145,382.9908268547074,382.90291014963697
466,467,4869044.822624148,4869049.475083668,557906.0845692145,557904.5037708689,382.90291014963697,382.8368151445141
467,468,4869049.475083668,4869053.520249645,557904.5037708689,557903.10854708,382.8368151445141,382.77634037856643
468,469,4869053.520249645,4869059.553800015,557903.10854708,557901.0405628924,382.77634037856643,382.69115636066084
469,470,4869059.553800015,4869064.180441312,557901.0405628924,557899.3835917101,382.69115636066084,382.61844679552826
470,471,4869064.180441312,4869067.769614607,557899.3835917101,557898.1801309319,382.61844679552826,382.5563316336377
471,472,4869067.769614607,4869068.8692899225,557898.1801309319,557897.8027544254,382.5563316336377,382.53940607878997
472,473,4869068.8692899225,4869071.724088523,557897.8027544254,557896.8410761408,382.53940607878997,382.4852152250746
473,474,4869071.724088523,4869074.479636266,557896.8410761408,557895.8382402973,382.4852152250746,382.43181196982636
474,475,4869074.479636266,4869079.179627593,557895.8382402973,557894.1615717296,382.43181196982636,382.3449784688799
475,476,4869079.179627593,4869081.801852419,557894.1615717296,557893.2908198663,382.3449784688799,382.288219535408
476,477,4869081.801852419,4869083.783669683,557893.2908198663,557892.5804992677,382.288219535408,382.2359103883964
477,478,4869083.783669683,4869089.429780551,557892.5804992677,557890.563130229,382.2359103883964,382.09624764115273
478,479,4869089.429780551,4869094.07386049,557890.563130229,557888.926661181,382.09624764115273,381.9767611661292
479,480,4869094.07386049,4869095.437631865,557888.926661181,557888.433261983,381.9767611661292,381.94423903827067
480,481,4869095.437631865,4869098.842804178,557888.433261983,557887.2833897457,381.94423903827067,381.8568968501206
481,482,4869098.842804178,4869104.216166541,557887.2833897457,557885.278670952,381.8568968501206,381.69784542239057
482,483,4869104.216166541,4869108.944551809,557885.278670952,557883.6135126759,381.69784542239057,381.558893684985
483,484,4869108.944551809,4869110.306759376,557883.6135126759,557883.1035739153,381.558893684985,381.51443602125096
484,485,4869110.306759376,4869113.511282011,557883.1035739153,557882.0172943169,381.51443602125096,381.4208452582876
485,486,4869113.511282011,4869119.545486486,557882.0172943169,557879.8237307695,381.4208452582876,381.2338358630446
486,487,4869119.545486486,4869123.814300339,557879.8237307695,557878.3283991831,381.2338358630446,381.09771277819675
487,488,4869123.814300339,4869129.886122447,557878.3283991831,557876.1290027134,381.09771277819675,380.89776835200087
488,489,4869129.886122447,4869134.011534821,557876.1290027134,557874.650978466,380.89776835200087,380.7661147175706
489,490,4869134.011534821,4869137.311749438,557874.650978466,557873.4377085302,380.7661147175706,380.64722975505447
490,491,4869137.311749438,4869138.688713258,557873.4377085302,557872.9789439009,380.64722975505447,380.60420649194884
491,492,4869138.688713258,4869144.849368525,557872.9789439009,557870.7792257181,380.60420649194884,380.38812843001165
492,493,4869144.849368525,4869148.907239372,557870.7792257181,557869.3241583394,380.38812843001165,380.25305076935746
493,494,4869148.907239372,4869152.213835054,557869.3241583394,557868.140411036,380.25305076935746,380.1366664679949
494,495,4869152.213835054,4869153.546109195,557868.140411036,557867.6608569091,380.1366664679949,380.09430374134587
495,496,4869153.546109195,4869159.722614066,557867.6608569091,557865.4487826789,380.09430374134587,379.8942543430692
496,497,4869159.722614066,4869163.773936528,557865.4487826789,557864.0074646132,379.8942543430692,379.75810053268486
497,498,4869163.773936528,4869165.733989292,557864.0074646132,557863.2878686761,379.75810053268486,379.7003763080104
498,499,4869165.733989292,4869169.734390422,557863.2878686761,557861.8269547872,379.7003763080104,379.5617557305298
499,500,4869169.734390422,4869174.505754502,557861.8269547872,557860.1481823063,379.5617557305298,379.423285489144
500,501,4869174.505754502,4869179.327303274,557860.1481823063,557858.4047672702,379.423285489144,379.2762035092845
501,502,4869179.327303274,4869184.713362735,557858.4047672702,557856.5393216666,379.2762035092845,379.12379848280887
502,503,4869184.713362735,4869189.317494657,557856.5393216666,557854.8955391305,379.12379848280887,378.98660294998564
503,504,4869189.317494657,4869194.247006919,557854.8955391305,557853.1429630647,378.98660294998564,378.84219505569683
504,505,4869194.247006919,4869199.5089155035,557853.1429630647,557851.250852489,378.84219505569683,378.6915088651313
505,506,4869199.5089155035,4869204.295847336,557851.250852489,557849.5759239534,378.6915088651313,378.5604552179196
506,507,4869204.295847336,4869207.770406755,557849.5759239534,557848.2980429195,378.5604552179196,378.46539946938753
507,508,4869207.770406755,4869209.099958979,557848.2980429195,557847.8436383067,378.46539946938753,378.42571735752
508,509,4869209.099958979,4869214.47224034,557847.8436383067,557845.9636704164,378.42571735752,378.2791911726254
509,510,4869214.47224034,4869219.164306296,557845.9636704164,557844.2936303508,378.2791911726254,378.1475922257747
510,511,4869219.164306296,4869222.0931498455,557844.2936303508,557843.1778131826,378.1475922257747,378.0678653706323
511,512,4869222.0931498455,4869224.186197036,557843.1778131826,557842.4805861689,378.0678653706323,378.01790030311037
512,513,4869224.186197036,4869229.504782153,557842.4805861689,557840.6415879192,378.01790030311037,377.8806377898483
513,514,4869229.504782153,4869234.469409027,557840.6415879192,557838.8329274306,377.8806377898483,377.74840509756393
514,515,4869234.469409027,4869235.693002872,557838.8329274306,557838.4046589952,377.74840509756393,377.71684134165486
515,516,4869235.693002872,4869239.715844189,557838.4046589952,557836.9917901586,377.71684134165486,377.61808486734367
516,517,4869239.715844189,4869244.488248417,557836.9917901586,557835.2761651878,377.61808486734367,377.4941449791838
517,518,4869244.488248417,4869248.612739572,557835.2761651878,557833.8629138228,377.4941449791838,377.3971549648079
518,519,4869248.612739572,4869250.899374148,557833.8629138228,557832.9636540356,377.3971549648079,377.3396654804245
519,520,4869250.899374148,4869253.665904943,557832.9636540356,557831.9736655288,377.3396654804245,377.27200672963903
520,521,4869253.665904943,4869258.630799174,557831.9736655288,557830.2411852102,377.27200672963903,377.15816097910823
521,522,4869258.630799174,4869263.85352057,557830.2411852102,557828.3510986642,377.15816097910823,377.0341975640926
522,523,4869263.85352057,4869269.081850575,557828.3510986642,557826.4971134582,377.0341975640926,376.9060658781334
523,524,4869269.081850575,4869273.951854859,557826.4971134582,557824.737636939,376.9060658781334,376.7936321865444
524,525,4869273.951854859,4869277.513390717,557824.737636939,557823.4761743699,376.7936321865444,376.71990034651964
525,526,4869277.513390717,4869279.05367691,557823.4761743699,557822.9081847126,376.71990034651964,376.6794267493264
526,527,4869279.05367691,4869284.463142732,557822.9081847126,557820.9579975909,376.6794267493264,376.5706392432982
527,528,4869284.463142732,4869289.500402836,557820.9579975909,557819.1354154941,376.5706392432982,376.467983172224
528,529,4869289.500402836,4869292.233515096,557819.1354154941,557818.1308939029,376.467983172224,376.40974562974793
529,530,4869292.233515096,4869293.599230674,557818.1308939029,557817.6099952093,376.40974562974793,376.3864013929114
530,531,4869293.599230674,4869299.938437997,557817.6099952093,557815.3401533919,376.3864013929114,376.26074934305296
531,532,4869299.938437997,4869304.508461443,557815.3401533919,557813.6498423495,376.26074934305296,376.17314755323224
532,533,4869304.508461443,4869305.794463718,557813.6498423495,557813.2119770292,376.17314755323224,376.14012034858143
533,534,4869305.794463718,4869309.790988033,557813.2119770292,557811.7795101798,376.14012034858143,376.0683439342712
534,535,4869309.790988033,4869313.796913673,557811.7795101798,557810.3077968189,376.0683439342712,375.99138839872796
535,536,4869313.796913673,4869319.276788514,557810.3077968189,557808.2727480439,375.99138839872796,375.90397145686916
536,537,4869319.276788514,4869323.696456762,557808.2727480439,557806.6631558042,375.90397145686916,375.82796102129396
537,538,4869323.696456762,4869329.752515674,557806.6631558042,557804.4462042336,375.82796102129396,375.7327623263423
538,539,4869329.752515674,4869332.757164345,557804.4462042336,557803.4095811169,375.7327623263423,375.6862621224359
